id;superficie_di_riferimento_mq;natura_del_bene;indirizzo;numero_civico;latitudine;longitudine;tipologia_bene_immobile;epoca_costruzione;vincolo_culturale_paesaggistico;natura_giuridica_del_bene;utilizzo_del_bene;finalita;tipo_detenzione_a_terzi;canone_annuale;data_decorrenza;numero_immobili_per_catasto;meta_immobile;list_file_ape_validated;plot_filename;classe_energetica_ape;epglnren_ape
3107720;2019.0;FABBRICATO;Strada del Cascinotto;59;45.1061567;7.7330934;Abitazione;Prima del 1919;Nessuno;Demanio;Utilizzato direttamente;Alloggio di servizio, foresterie;in concessione a titolo oneroso;8562.0;01/05/2009;4;True;[];;;
3107721;2403.5;FABBRICATO;Strada Comunale di Bertolla;50;45.0995577;7.7433851;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;2;True;[];;;
3107722;209.0;FABBRICATO;Strada Comunale di Bertolla;111;45.1003183;7.746126;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;4;True;[];;;
3107723;3044.5;FABBRICATO;strada s. mauro;24;45.0991129;7.7259321;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;2;True;[];;;
3107724;5932.75;FABBRICATO;Strada di San Mauro;38;45.0994466;7.7267948;Abitazione;Dal 1919 al 1945;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;3;True;[];;;
3107725;331.0;FABBRICATO;Via Vittorio Avondo;20;45.0952354;7.7192466;Abitazione;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;2;True;[];;;
3107726;1075.0;FABBRICATO;via mercadante saverio;129;45.09813509;7.70275865;Abitazione;Dal 1971 al 1980;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;2;True;[];;;
3107727;7234.75;FABBRICATO;Via Monte Rosa;163;45.10039214;7.70107459;Abitazione;Dal 1971 al 1980;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;2;True;[];;;
3107728;5891.0;FABBRICATO;via porta carlo;6;45.1044741;7.7010147;Abitazione;Dal 1971 al 1980;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;2;True;[];;;
3107729;5237.7;FABBRICATO;Via Carlo Porta;23;45.1043913;7.6988761;Edificio scolastico (es.: scuola di ogni ordine e grado, università, scuola di formazione);Dal 1981 al 1990;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività didattica;;;;2;True;[];;;
3107730;2915.0;FABBRICATO;Via Tronzano;22;45.0994632;7.6958842;Abitazione;Dal 1971 al 1980;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;2;True;[];;;
3107731;1892.25;FABBRICATO;Via Luigi Boccherini;43;45.1014715;7.6925148;Abitazione;Dal 1971 al 1980;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;2;True;[];;;
3107732;146.0;FABBRICATO;via gottardo;10;45.1002713;7.690682;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;2;True;[];;;
3107733;5143.0;FABBRICATO;corso vercelli;157;45.0989048;7.6924783;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;2;True;['2021_110019_0001.xml'];ape_summary_c477ff5b3b7c.html;B;192.09
3107734;4571.0;FABBRICATO;via randaccio giovanni;60;45.099937;7.6839015;Abitazione;Dal 1971 al 1980;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;2;True;[];;;
3107735;810.0;FABBRICATO;Via Ala di Stura;23;45.1034687;7.683706;Abitazione;Dal 1971 al 1980;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;2;True;[];;;
3107736;2775.0;FABBRICATO;via mosca gaetano;11;45.10244252;7.67728053;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;2;True;[];;;
3107737;11018.0;FABBRICATO;Via Casteldelfino;24;45.10042844;7.67336645;Abitazione;Dal 1971 al 1980;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;4;True;[];;;
3107738;4068.5;FABBRICATO;via lorenzini carlo;4;45.1001242;7.67757515;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;2;True;[];;;
3107739;982.0;FABBRICATO;via verolengo;46;45.0955827;7.6679907;Abitazione;Dal 1919 al 1945;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;3;True;[];;;
3107740;9325.75;FABBRICATO;Via Michele Antonio Vibò;62;45.0964922;7.6739695;Abitazione;Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;2;True;[];;;
3107741;5029.0;FABBRICATO;ASSISI (VIA);45;45.095979;7.6679436;Area urbana;ND;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Altro;;;;3;True;[];;;
3107742;4481.0;FABBRICATO;Via Cardinal Massaia;113;45.1025828;7.6680988;Abitazione;Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;3;True;[];;;
3107743;123.0;FABBRICATO;VIA DELLA BRUSA';24;45.1013571;7.6647617;Abitazione;Dal 1981 al 1990;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;2;True;[];;;
3107744;4133.71;FABBRICATO;Via Stradella;192;45.100575;7.6686693;Ufficio strutturato ed assimilabili;Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Attività amministrativa/uffici pubblici;;;;2;True;[];;;
3107745;6645.0;FABBRICATO;corso toscana;88;45.0982649;7.654498;Abitazione;Dal 1971 al 1980;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;2;True;[];;;
3107746;2376.5;FABBRICATO;corso lombardia;114;45.09728226;7.6488099;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;2;True;[];;;
3107747;438.2;FABBRICATO;via pianezza;132;45.09693805;7.64400428;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Servizi assistenza socio-sanitaria (non residenziali);;;;2;True;[];;;
3107748;5749.5;FABBRICATO;Via Foglizzo;15;45.09682286;7.64857947;Abitazione;Dal 1971 al 1980;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;2;True;[];;;
3107749;6734.25;FABBRICATO;corso lombardia;98;45.09567826;7.64741232;Edificio scolastico (es.: scuola di ogni ordine e grado, università, scuola di formazione);Dal 1919 al 1945;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Attività didattica;;;;2;True;[];;;
3107750;3048.0;FABBRICATO;via terraneo giovanni tommaso;1;45.09766737;7.64494121;Edificio scolastico (es.: scuola di ogni ordine e grado, università, scuola di formazione);Dal 1971 al 1980;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività didattica;;;;3;True;[];;;
3107751;109.0;FABBRICATO;corso lombardia;95;45.09606995;7.64616213;Abitazione;Dal 1981 al 1990;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività sportiva, ricreativa e di intrattenimento;;;;2;True;[];;;
3107752;5277.0;FABBRICATO;corso lombardia;123;45.09852565;7.64843227;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Non Dichiarato;in locazione;3366.0;01/10/2022;63;True;['2021_106141_0029.xml', '2021_106141_0031.xml'];ape_summary_9ef71f22b99c.html;E;84.23
3107753;7330.0;FABBRICATO;Via Andrea Sansovino;26;45.098497;7.6362104;Abitazione;Dal 1991 al 2000;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;72;True;[];;;
3107754;5063.32;FABBRICATO;Corso Lucio Quinzio Cincinnato;115;45.0982077;7.639026;Ufficio strutturato ed assimilabili;Dal 1971 al 1980;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività didattica;;;;4;True;[];;;
3107755;188.0;FABBRICATO;via pianezza;176 C;45.0971187;7.6424388;Abitazione;Dal 1971 al 1980;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;2;True;[];;;
3107756;190.0;FABBRICATO;corso regina margherita;440;45.0942902;7.6333982;Locale commerciale, negozio;Dal 2001 al 2010;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;2;True;[];ape_summary_8517621ededf.html;E;761.52
3107757;724.8000000000001;FABBRICATO;Strada della Pellerina;22;45.0881377;7.6239728;Struttura residenziale collettiva (es.: collegi e convitti, educandati, ricoveri, orfanotrofi, ospizi, conventi, seminari);Prima del 1919;Nessuno;Patrimonio indisponibile;Non utilizzato;Non Dichiarato;in concessione a titolo oneroso;28920.0;01/12/2015;3;True;[];;;
3107758;2766.25;FABBRICATO;Corso Regina Margherita;371;45.0894381;7.6393126;Abitazione;Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;3;True;[];;;
3107759;150.0;FABBRICATO;via pianezza;94;45.0951955;7.6482767;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;;Non Dichiarato;in concessione a titolo oneroso;3813.0;01/10/2021;2;True;[];;;
3107760;7099.0;FABBRICATO;via pianezza;155;45.0952613;7.645336;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Non Dichiarato;in locazione;508.0;01/12/2022;124;True;['2019_111530_0003.xml', '2020_102099_0002.xml', '2020_102099_0004.xml', '2020_102099_0005.xml', '2020_102099_0007.xml', '2020_102099_0008.xml', '2020_102099_0009.xml', '2020_102099_0010.xml', '2020_102099_0024.xml', '2020_102099_0026.xml', '2020_102099_0028.xml', '2020_102099_0030.xml', '2020_102099_0032.xml', '2020_102099_0033.xml', '2020_102099_0034.xml', '2020_102099_0037.xml', '2020_102099_0039.xml', '2020_102099_0041.xml', '2020_102099_0044.xml', '2020_102099_0047.xml', '2020_102099_0048.xml', '2020_102099_0053.xml', '2020_102099_0054.xml', '2020_102099_0063.xml', '2020_102099_0069.xml', '2020_102099_0074.xml', '2020_102099_0083.xml', '2020_102099_0084.xml', '2020_102099_0088.xml', '2020_102099_0107.xml', '2020_102099_0111.xml', '2020_102099_0116.xml', '2020_102099_0123.xml', '2020_102099_0127.xml', '2020_102099_0177.xml', '2020_102099_0178.xml', '2021_106141_0030.xml'];ape_summary_d547a5414f2b.html;G;275.88
3107761;5557.5;FABBRICATO;Corso Potenza;108;45.0971339;7.6595818;Abitazione;Dal 1971 al 1980;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;2;True;[];;;
3107762;5133.75;FABBRICATO;via lemie;48;45.0962436;7.6657083;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;2;True;[];;;
3107763;17561.57;FABBRICATO;Via Ponderano;10;45.0965128;7.6647116;Abitazione;Dal 1971 al 1980;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;3;True;[];;;
3107764;330.0;FABBRICATO;Via Bosconero;3;45.0944679;7.6728741;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;5;True;[];;;
3107765;1574.25;FABBRICATO;Via Cambiano;10;45.0923756;7.6755809;Abitazione;Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;2;True;[];;;
3107766;865.0;FABBRICATO;via giachino errico;30;45.0917968;7.6761135;Abitazione;Prima del 1919;Nessuno;Patrimonio disponibile;Utilizzato direttamente;Altro;;;;12;True;[];;;
3107767;6899.0;FABBRICATO;corso mortara;36 7;45.0911933;7.6721811;Abitazione;Dal 2001 al 2010;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;89;True;['2020_102351_0032.xml', '2020_102351_0033.xml', '2020_102351_0034.xml', '2020_102351_0035.xml', '2020_312661_0004.xml', '2020_312661_0005.xml', '2020_312661_0006.xml', '2020_312661_0007.xml', '2020_312661_0008.xml', '2020_312661_0009.xml', '2020_312661_0010.xml', '2020_312661_0011.xml', '2020_312661_0012.xml', '2020_312661_0013.xml', '2020_312661_0014.xml', '2020_312661_0015.xml', '2020_312661_0016.xml', '2020_312661_0017.xml', '2020_312661_0018.xml', '2020_312661_0019.xml', '2020_312661_0020.xml', '2020_312661_0021.xml', '2020_312661_0022.xml'];ape_summary_1bd7a492088e.html;D;141.36
3107768;2390.0;FABBRICATO;Corso Mortara;0;45.0909338;7.6711827;Abitazione;Dal 2001 al 2010;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;29;True;['2022_312661_0085.xml', '2022_312661_0086.xml', '2022_312661_0087.xml', '2022_312661_0088.xml'];ape_summary_ddbe16972d29.html;C;113.7
3107769;6638.0;FABBRICATO;VENEZIA (CORSO);11;45.0929198;7.6789981;Area urbana;ND;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;2;True;[];;;
3107770;178.0;FABBRICATO;via valprato;50;45.0928718;7.6848823;Abitazione;Dal 2001 al 2010;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;2;True;['2021_206362_0001.xml', '2021_209727_0006.xml'];ape_summary_ca46962ec04b.html;A2;30.43
3107771;15328.86;FABBRICATO;corso vercelli;141;45.0977378;7.6911031;Abitazione;Prima del 1919;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;4;True;[];;;
3107772;298.0;FABBRICATO;Via Fossata;68;45.0965595;7.6868094;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;4;True;['2021_112307_0003.xml', '2022_212533_0182.xml'];ape_summary_8bae3a6a199b.html;G;141.40
3107773;164.0;FABBRICATO;via leini';111;45.0959779;7.6922024;Abitazione;Dal 1919 al 1945;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;2;True;[];ape_summary_59ef9259747c.html;F;264.75
3107774;1247.0;FABBRICATO;Via Francesco Cilea;2;45.0969763;7.7049601;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;16;True;['2019_107973_0334.xml', '2019_200448_0059.xml', '2022_208141_0005.xml'];ape_summary_1be1e34eeb71.html;D;99.96
3107775;1790.0;FABBRICATO;Via Giuseppe Tartini;35;45.0966828;7.7056668;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;24;True;['2020_209689_0058.xml', '2022_202066_0036.xml', '2022_313821_0041.xml', '2022_313821_0067.xml', '2022_313821_0068.xml', '2022_313821_0071.xml'];ape_summary_95822683ade0.html;F;173.55
3107776;2160.0;FABBRICATO;Via Arcangelo Corelli;39;45.0960948;7.7088124;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;26;True;['2019_200448_0060.xml', '2022_206550_0005.xml'];ape_summary_544f6cae2b62.html;G;264.21
3107777;856.0;FABBRICATO;Via Giuseppe Tartini;30;45.0964395;7.7062348;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;12;True;['2021_200542_0014.xml', '2022_213864_0052.xml'];ape_summary_ef1853aa9c1d.html;F;246.20
3107778;3580.0;FABBRICATO;via pergolesi giambattista;91 C;45.0961636;7.7069216;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;47;True;['2019_113184_0067.xml', '2019_113184_0068.xml', '2019_113184_0069.xml', '2019_113184_0070.xml', '2019_113184_0071.xml'];ape_summary_bc283ddaef9c.html;G;321.31
3107779;1873.0;FABBRICATO;via pergolesi giambattista;93 B;45.0959163;7.7075185;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;25;True;['2019_113184_0072.xml', '2019_113184_0073.xml', '2019_207150_0014.xml', '2022_200681_0146.xml'];ape_summary_9a6e6b0528b5.html;G;245.66
3107780;1310.0;FABBRICATO;via pergolesi giambattista;105;45.0956071;7.7082216;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;17;True;['2021_113121_0012.xml', '2021_212533_0147.xml'];ape_summary_6ab8fb9efe26.html;F;253.64
3107781;453.0;FABBRICATO;Via Sandro Botticelli;152;45.0965341;7.7133715;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;7;True;[];ape_summary_33509c4aea19.html;F;229.50
3107782;184.0;FABBRICATO;Via Giovenale Ancina;50;45.0962736;7.7129759;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;2;True;[];ape_summary_5b668725dd78.html;G;147.55
3107783;1198.0;FABBRICATO;corso taranto;159 5;45.0961005;7.7136586;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;16;True;['2019_104941_0001.xml', '2019_109523_0024.xml'];ape_summary_23511925b2f1.html;E;149.26
3107784;640.0;FABBRICATO;Corso Taranto;153;45.0958274;7.7130146;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;7;True;['2022_110129_0003.xml'];ape_summary_9feaa21d59bf.html;F;147.51
3107785;404.0;FABBRICATO;corso taranto;159 8;45.0959078;7.7139963;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;5;True;['2019_212533_0211.xml', '2021_212533_0006.xml'];ape_summary_e32473ee3f3c.html;F;205.07
3107786;487.0;FABBRICATO;Via Sandro Botticelli;166;45.0958711;7.7145205;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;7;True;[];ape_summary_5761c0817883.html;F;191.21
3107787;2887.5;FABBRICATO;corso taranto;160;45.0956066;7.7103601;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;2;True;[];;;
3107788;1846.75;FABBRICATO;corso taranto;166;45.0956692;7.7111314;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;2;True;[];;;
3107789;1366.0;FABBRICATO;Via Giovenale Ancina;31;45.0948209;7.7106818;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;2;True;[];;;
3107790;301.0;FABBRICATO;Via Giovenale Ancina;32;45.0949058;7.7120286;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;3;True;['2019_101781_0003.xml', '2021_311274_0053.xml', '2022_107997_0036.xml'];ape_summary_765277d5a426.html;E;159.21
3107791;359.0;FABBRICATO;Via Giovenale Ancina;22;45.0942204;7.7110818;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;3;True;[];ape_summary_69673181ec64.html;F;162.58
3107792;5142.18;FABBRICATO;Via Botticelli Sandro;130;45.0973318;7.7115029;Fabbricato per attività produttiva (industriale, artigianale o agricola);Dal 1991 al 2000;Nessuno;Patrimonio indisponibile;Non utilizzato;Non Dichiarato;;;;2;True;[];ape_summary_3f2eb80edeb5.html;E;116.99
3107793;1221.25;FABBRICATO;via beato cafasso giuseppe;73;45.0878799;7.7300305;Edificio scolastico (es.: scuola di ogni ordine e grado, università, scuola di formazione);Dal 1971 al 1980;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Attività didattica;;;;4;True;[];;;
3107794;4775.25;FABBRICATO;Piazza Giuseppe Cesare Abba;13;45.0908985;7.7141154;Abitazione;Prima del 1919;Dichiarazione di interesse culturale;Demanio;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;3;True;[];;;
3107795;8885.25;FABBRICATO;Via Arcangelo Corelli;15;45.09394214;7.70909549;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Alloggio di servizio, foresterie;;;;4;True;[];;;
3107796;131.0;FABBRICATO;via bologna;256;45.09264936;7.7146091;Abitazione;Dal 1946 al 1960;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;2;True;['2021_107716_0016.xml'];ape_summary_1714b3a8296c.html;F;186.08
3107797;2207.0;FABBRICATO;Via Alessandro Cruto;24;45.09265523;7.70681697;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;27;True;[];;;
3107798;2019.0;FABBRICATO;Via Luigi Pietracqua;21;45.09218083;7.70719684;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;29;True;['2020_102351_0009.xml', '2020_201485_0089.xml'];ape_summary_5354d92f6e93.html;G;296.95
3107799;1562.0;FABBRICATO;via pietracqua luigi;19;45.0917837;7.70757765;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;20;True;[];ape_summary_b90c14321b02.html;F;149.01
3107800;447.0;FABBRICATO;Via Giovanni Cravero;18;45.09311401;7.70892349;Abitazione;Dal 1971 al 1980;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;in locazione;3301.0;01/11/2021;4;True;['2019_206362_0065.xml', '2019_209030_0021.xml', '2021_102099_0011.xml', '2022_100222_0090.xml', '2022_201246_0015.xml', '2022_208023_0001.xml'];ape_summary_17494cf61278.html;E;285.86
3107801;4315.0;FABBRICATO;via bologna;267 5;45.0935925;7.71428058;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;60;True;[];;;
3107802;4168.0;FABBRICATO;via bologna;267 10;45.09362811;7.71469846;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;60;True;[];;;
3107803;6152.0;FABBRICATO;via bologna;267 1;45.09309477;7.71399276;Abitazione;Dal 1961 al 1970;Nessuno;Patrimonio indisponibile;Utilizzato direttamente;Altro;;;;80;True;['2020_312661_0107.xml'];ape_summary_0f52949e6ede.html;F;162.71
